classa	classb	classc	des_id	pathway_id
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00948	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00764	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01945	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00601	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01952	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01933	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K11808	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01923	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01756	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00602	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00759	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K03787	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00760	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00088	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00940	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01510	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K14641	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01519	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00106	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01951	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00942	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K10807	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K10808	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K07023	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00951	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01939	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01490	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00856	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00939	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K18532	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01513	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01522	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K13811	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00860	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K00365	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K13484	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01466	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K02083	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K14977	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K18151	ko00230
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:osa00230]	K01427	ko00230
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01955	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01956	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K00609	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01465	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K00254	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K13421	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K13800	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K09903	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K00940	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01510	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K14641	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01513	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01937	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K00876	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K03787	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01240	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K00761	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K16329	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K24242	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01489	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K10807	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K10808	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K16904	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K07023	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01493	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K00943	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01520	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K00857	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K13998	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K00207	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01464	ko00240
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:osa00240]	K01431	ko00240
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K14454	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K14455	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00811	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00278	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K13051	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01953	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K13566	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00814	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00830	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00827	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K14272	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01940	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01755	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01939	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01756	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00609	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01580	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K16871	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K17761	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00264	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00261	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00262	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00294	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01915	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01955	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K01956	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00820	ko00250
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:osa00250]	K00764	ko00250
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00928	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K12524	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00133	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00872	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K01733	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K01620	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00600	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00830	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K15893	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K15919	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K01834	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K15634	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K15633	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K15918	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00058	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00831	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K01079	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00276	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00281	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00605	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00382	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K02437	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00827	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K14272	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00499	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00130	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K14085	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K00306	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K01754	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K12235	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K01695	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K01696	ko00260
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:osa00260]	K06001	ko00260
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00640	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01738	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K13034	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01760	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00547	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00549	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00789	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01611	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00797	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K05953	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01244	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00899	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K08963	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K16054	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K09880	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K08967	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K23977	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00815	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00837	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01761	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00558	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K17398	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01251	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K20772	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01762	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K05933	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00928	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K12524	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00133	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01739	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00826	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00827	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01919	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K21456	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K14454	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K14455	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00811	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K01011	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00016	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K05396	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K22207	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00025	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00026	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K22846	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00058	ko00270
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:osa00270]	K00831	ko00270
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00826	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00166	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00167	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K09699	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00382	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00249	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00253	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K01692	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K07513	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K05605	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00020	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K23146	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00140	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00128	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K14085	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K18660	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00827	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K01968	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K01969	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K05607	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K01640	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K00626	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:osa00280]	K01641	ko00280
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K01754	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K01703	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K01704	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K00052	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K01652	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K01653	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K00053	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K01687	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K00826	ko00290
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:osa00290]	K01649	ko00290
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:osa00300]	K00928	ko00300
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:osa00300]	K12524	ko00300
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:osa00300]	K00133	ko00300
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:osa00300]	K01714	ko00300
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:osa00300]	K00215	ko00300
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:osa00300]	K01778	ko00300
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:osa00300]	K10206	ko00300
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:osa00300]	K01586	ko00300
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K14157	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K14085	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K00658	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K00382	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K01692	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K00626	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K00306	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K18826	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K11426	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K22748	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K11420	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K11430	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K11433	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K24405	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K24406	ko00310
Metabolism	Amino acid metabolism	Lysine degradation [PATH:osa00310]	K00128	ko00310
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00611	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K01940	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K01755	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K01476	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K01427	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K13427	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K01915	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00261	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00262	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K14454	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K14455	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00811	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00814	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K14272	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K14682	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00620	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00930	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00145	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K00818	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K14677	ko00220
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:osa00220]	K01438	ko00220
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K01583	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K10536	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K12251	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K01581	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K00797	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K01611	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K12259	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K13366	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K17839	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K00128	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K14085	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K01426	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K13427	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K01476	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K00819	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K00286	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K00318	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K00294	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K12657	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K01259	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K00472	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K14454	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K14455	ko00330
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:osa00330]	K00811	ko00330
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:osa00340]	K00765	ko00340
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:osa00340]	K11755	ko00340
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:osa00340]	K01814	ko00340
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:osa00340]	K01663	ko00340
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:osa00340]	K01693	ko00340
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:osa00340]	K00817	ko00340
